0,1
9606.ENSP00000308541,0
9606.ENSP00000275493,1
9606.ENSP00000433642,2
9606.ENSP00000363773,3
9606.ENSP00000313967,4
9606.ENSP00000363770,5
9606.ENSP00000356946,6
9606.ENSP00000358165,7
9606.ENSP00000271450,8
9606.ENSP00000369293,9
9606.ENSP00000216223,10
9606.ENSP00000398698,11
9606.ENSP00000403495,12
9606.ENSP00000351497,13
9606.ENSP00000226413,14
9606.ENSP00000276414,15
9606.ENSP00000343957,16
9606.ENSP00000270139,17
9606.ENSP00000308938,18
9606.ENSP00000498441,19
9606.ENSP00000336829,20
9606.ENSP00000223095,21
9606.ENSP00000222139,22
9606.ENSP00000339328,23
9606.ENSP00000401645,24
9606.ENSP00000333203,25
9606.ENSP00000496870,26
9606.ENSP00000278742,27
9606.ENSP00000264187,28
9606.ENSP00000294954,29
9606.ENSP00000352561,30
9606.ENSP00000362195,31
9606.ENSP00000394227,32
9606.ENSP00000327890,33
9606.ENSP00000384053,34
9606.ENSP00000312134,35
9606.ENSP00000441235,36
9606.ENSP00000364709,37
9606.ENSP00000218099,38
9606.ENSP00000261405,39
9606.ENSP00000263038,40
9606.ENSP00000347140,41
9606.ENSP00000324173,42
9606.ENSP00000320866,43
9606.ENSP00000247461,44
9606.ENSP00000251047,45
9606.ENSP00000243077,46
9606.ENSP00000386651,47
9606.ENSP00000386380,48
9606.ENSP00000245907,49
9606.ENSP00000396688,50
9606.ENSP00000415941,51
9606.ENSP00000223642,52
9606.ENSP00000303830,53
9606.ENSP00000497069,54
9606.ENSP00000386104,55
9606.ENSP00000295666,56
9606.ENSP00000384708,57
9606.ENSP00000356713,58
9606.ENSP00000371425,59
9606.ENSP00000324270,60
9606.ENSP00000496396,61
9606.ENSP00000299178,62
9606.ENSP00000356094,63
9606.ENSP00000334145,64
9606.ENSP00000450565,65
9606.ENSP00000410294,66
9606.ENSP00000393312,67
9606.ENSP00000363827,68
9606.ENSP00000383558,69
9606.ENSP00000362353,70
9606.ENSP00000363318,71
9606.ENSP00000418572,72
9606.ENSP00000379602,73
9606.ENSP00000260010,74
